"lemmaId","arabic","lemma","root","partOfSpeech","phoneticKeys","occurrenceCount","firstRef","meaning","reviewStatus"
"skht-askht",">asoxaTa",">asoxaTa","sxT","verb","askht","1","47:28:5","","auto"
"skht-skht","saxaT","saxaT","sxT","noun","skht","3","3:162:7","","auto"
"skk-skt","Sak~ato","Sak~ato","Skk","verb","skt","1","51:29:5","","auto"
"skn-askn",">asokan",">asokan","skn","verb","askn","5","14:14:1","","auto"
"skn-mskn","masokan","masokan","skn","noun","mskn","12","9:24:14","","auto"
"skn-msknh","masokanap","masokanap","skn","noun","msknh","2","2:61:40","","auto"
"skn-mskwnh","masokuwnap","masokuwnap","skn","noun","mskwnh","1","24:29:8","","auto"
"skn-mskyn","misokiyn","misokiyn","skn","noun","mskyn","23","2:83:15","","auto"
"skn-sakn","saAkin","saAkin","skn","noun","sakn","1","25:45:11","","auto"
"skn-skn","sakana","sakana","skn","verb","skn","18","2:35:3","","auto"
"skn-skyn","sik~iyn","sik~iyn","skn","noun","skyn","1","12:31:13","","auto"
"skn-skynh","sakiynap","sakiynap","skn","noun","skynh","6","2:248:11","","auto"
"skr-skaraa","suka`raY`","suka`raY`","skr","noun","skaraa","3","4:43:8","","auto"
"skr-skr","sakar","sakar","skr","noun","skr","1","16:67:7","","auto"
"skr-skrh","sakorap","sakorap","skr","noun","skrh","2","15:72:4","","auto"
"skr-skrt","suk~irato","suk~irato","skr","verb","skrt","1","15:15:3","","auto"
"skt-skt","sakata","sakata","skt","verb","skt","1","7:154:2","","auto"
"slb-slb","S~ulob","S~ulob","Slb","noun","slb","4","4:23:41","","auto"
"slb-yslb","yuSal~abu","yuSal~abu","Slb","verb","yslb","5","5:33:14","","auto"
"sld-sld","Salod","Salod","Sld","noun","sld","1","2:264:27","","auto"
"slf-aslft",">asolafato",">asolafato","slf","verb","aslft","2","10:30:6","","auto"
"slf-slf","salafa","salafa","slf","verb","slf","6","2:275:34","","auto"
"slh-aslh",">aSolaHa",">aSolaHa","SlH","verb","aslh","28","2:160:4","","auto"
"slh-aslht",">asoliHat",">asoliHat","slH","noun","aslht","4","4:102:12","","auto"
"slh-islah","<iSola`H","<iSola`H","SlH","noun","islah","7","2:220:8","","auto"
"slh-mslh","muSoliH","muSoliH","SlH","noun","mslh","5","2:11:11","","auto"
"slh-salh","Sa`liH","Sa`liH","SlH","noun","salh","74","2:62:14","","auto"
"slh-salhat","S~a`liHa`t","S~a`liHa`t","SlH","noun","salhat","62","2:25:5","","auto"
"slh-slh","SuloH","SuloH","SlH","noun","slh","4","4:128:15","","auto"
"slk-slk","salaka","salaka","slk","verb","slk","12","15:12:2","","auto"
"slkh-nslkh","{nsalaxa","{nsalaxa","slx","verb","nslkh","3","7:175:7","","auto"
"sll-slalh","sula`lap","sula`lap","sll","noun","slalh","2","23:12:5","","auto"
"sll-ytsll","yatasal~alu","yatasal~alu","sll","verb","ytsll","1","24:63:13","","auto"
"slm-aslm",">asolama",">asolama","slm","verb","aslm","22","2:112:3","","auto"
"slm-islam","<isola`m","<isola`m","slm","proper-noun","islam","8","3:19:5","","auto"
"slm-mslm","musolim","musolim","slm","noun","mslm","39","2:128:3","","auto"
"slm-mslmat","musolima`t","musolima`t","slm","noun","mslmat","2","33:35:3","","auto"
"slm-mslmh","m~usal~amap","m~usal~amap","slm","adjective","mslmh","4","2:71:13","","auto"
"slm-mstslmwn","musotasolimuwn","musotasolimuwn","slm","noun","mstslmwn","1","37:26:4","","auto"
"slm-salmwn","sa`limuwn","sa`limuwn","slm","noun","salmwn","1","68:43:11","","auto"
"slm-slam","sala`m","sala`m","slm","noun","slam","42","4:94:15","","auto"
"slm-slm","s~ilom","s~ilom","slm","proper-noun","slm","16","2:208:6","","auto"
"slm-slym","saliym","saliym","slm","noun","slym","2","26:89:6","","auto"
"slm-tslym","tasoliym","tasoliym","slm","noun","tslym","3","4:65:19","","auto"
"slq-slq","salaqu","salaqu","slq","verb","slq","1","33:19:19","","auto"
"slsl-slsal","SaloSa`l","SaloSa`l","SlSl","noun","slsal","4","15:26:5","","auto"
"slsl-slslh","silosilap","silosilap","slsl","noun","slslh","3","40:71:5","","auto"
"slt-slt","sal~aTa","sal~aTa","slT","verb","slt","2","4:90:21","","auto"
"slt-sltan","suloTa`n","suloTa`n","slT","noun","sltan","37","3:151:14","","auto"
"slw-msla","muSal~FY","muSal~FY","Slw","noun","msla","1","2:125:11","","auto"
"slw-mslyn","muSal~iyn","muSal~iyn","Slw","noun","mslyn","3","70:22:2","","auto"
"slw-slaa","Sal~aY`","Sal~aY`","Slw","verb","slaa","12","3:39:5","","auto"
"slw-slwaa","s~alowaY`","s~alowaY`","slw","noun","slwaa","3","2:57:7","","auto"
"slw-slwah","Salaw`p","Salaw`p","Slw","noun","slwah","83","2:3:5","","auto"
"sly-asly",">uSoliy",">uSoliy","Sly","verb","asly","4","4:30:7","","auto"
"sly-sal","SaAl","SaAl","Sly","noun","sal","1","37:163:4","","auto"
"sly-salwa","SaAluwA","SaAluwA","Sly","noun","salwa","2","38:59:9","","auto"
"sly-sl","Sal~u","Sal~u","Sly","verb","sl","1","69:31:3","","auto"
"sly-sly","Siliy~","Siliy~","Sly","noun","sly","1","19:70:8","","auto"
"sly-tslyh","taSoliyap","taSoliyap","Sly","noun","tslyh","1","56:94:1","","auto"
"sly-tstl","taSoTalu","taSoTalu","Sly","verb","tstl","2","27:7:16","","auto"
"sly-ysla","yaSolaY","yaSolaY","Sly","verb","ysla","13","4:10:12","","auto"
"sma-asma",">asomaEa",">asomaEa","smE","verb","asma","13","8:23:6","","auto"
"sma-msma","musomaE","musomaE","smE","noun","msma","2","4:46:13","","auto"
"sma-mstma","musotamiE","musotamiE","smE","noun","mstma","2","26:15:7","","auto"
"sma-sma","samoE","samoE","smE","noun","sma","100","2:7:6","","auto"
"sma-smaawn","sam~a`Euwn","sam~a`Euwn","smE","noun","smaawn","4","5:41:20","","auto"
"sma-smya","samiyE","samiyE","smE","noun","smya","47","2:127:13","","auto"
"sma-stma","{sotamaEa","{sotamaEa","smE","verb","stma","16","6:25:3","","auto"
"sma-swama","Sawa`miE","Sawa`miE","SmE","noun","swama","1","22:40:19","","auto"
"sma-ysma","yas~am~aEu","yas~am~aEu","smE","verb","ysma","1","37:8:2","","auto"
"smd-samdwn","sa`miduwn","sa`miduwn","smd","noun","samdwn","1","53:61:2","","auto"
"smd-smd","S~amad","S~amad","Smd","noun","smd","1","112:2:2","","auto"
"smk-smk","samok","samok","smk","noun","smk","1","79:28:2","","auto"
"smm-asm",">aSam~",">aSam~","Smm","noun","asm","13","2:18:1","","auto"
"smm-sm","Sam~u","Sam~u","Smm","verb","sm","3","5:71:6","","auto"
"smm-smwm","samuwm","samuwm","smm","noun","smwm","3","15:27:7","","auto"
"smn-smyn","samiyn","samiyn","smn","adjective","smyn","3","12:43:7","","auto"
"smn-ysmn","yusominu","yusominu","smn","verb","ysmn","1","88:7:2","","auto"
"smr-samr","sa`mir","sa`mir","smr","noun","samr","1","23:67:3","","auto"
"smr-samra","s~aAmiriY~","s~aAmiriY~","smr","proper-noun","samra","3","20:85:9","","auto"
"smt-samtwn","Sa`mituwn","Sa`mituwn","Smt","noun","samtwn","1","7:193:12","","auto"
"smw-msma","m~usam~FY","m~usam~FY","smw","adjective","msma","21","2:282:9","","auto"
"smw-sm","{som","{som","smw","noun","sm","39","1:1:1","","auto"
"smw-smaa","samaA^'","samaA^'","smw","noun","smaa","318","2:19:4","","auto"
"smw-smy","samiy~","samiy~","smw","noun","smy","2","19:7:12","","auto"
"smw-tsmyh","tasomiyap","tasomiyap","smw","noun","tsmyh","1","53:27:8","","auto"
"sna-msana","maSaAniE","maSaAniE","SnE","noun","msana","1","26:129:2","","auto"
"sna-sna","SanaEu","SanaEu","SnE","verb","sna","17","5:14:25","","auto"
"sna-snah","SanoEap","SanoEap","SnE","noun","snah","1","21:80:2","","auto"
"sna-stna","{SoTanaEo","{SoTanaEo","SnE","verb","stna","1","20:41:1","","auto"
"snbl-snbl","sunbul","sunbul","snbl","noun","snbl","1","12:47:10","","auto"
"snbl-snblat","sunbula`t","sunbula`t","snbl","noun","snblat","2","12:43:12","","auto"
"snbl-snblh","sunbulap","sunbulap","snbl","noun","snblh","2","2:261:12","","auto"
"snd-msndh","m~usan~adap","m~usan~adap","snd","adjective","msndh","1","63:4:11","","auto"
"snh-ytsnh","yatasan~aho","yatasan~aho","snh","verb","ytsnh","1","2:259:42","","auto"
"snm-asnam",">aSonaAm",">aSonaAm","Snm","noun","asnam","5","6:74:7","","auto"
"snm-tsnym","tasoniym","tasoniym","snm","noun","tsnym","1","83:27:3","","auto"
"snn-msnwn","m~asonuwn","m~asonuwn","snn","noun","msnwn","3","15:26:8","","auto"
"snn-sn","s~in~","s~in~","snn","noun","sn","2","5:45:13","","auto"
"snn-snh","sun~ap","sun~ap","snn","noun","snh","16","3:137:5","","auto"
"snw-sna","sanaA","sanaA","snw","noun","sna","1","24:43:35","","auto"
"snw-snh","sanap","sanap","snw","noun","snh","7","2:96:14","","auto"
"snw-snwan","SinowaAn","SinowaAn","Snw","noun","snwan","2","13:4:10","","auto"
"snw-snyn","siniyn","siniyn","snw","noun","snyn","12","7:130:5","","auto"
"sqf-sqf","saqof","saqof","sqf","noun","sqf","4","16:26:13","","auto"
"sqm-sqym","saqiym","saqiym","sqm","noun","sqym","2","37:89:3","","auto"
"sqt-saqt","saAqiT","saAqiT","sqT","noun","saqt","1","52:44:6","","auto"
"sqt-sqt","suqiTa","suqiTa","sqT","verb","sqt","3","6:59:14","","auto"
"sqt-tsaqt","tusa`qiTo","tusa`qiTo","sqT","verb","tsaqt","1","19:25:5","","auto"
"sqt-tsqt","tusoqiTa","tusoqiTa","sqT","verb","tsqt","3","17:92:2","","auto"
"sqy-asqy",">asoqayo",">asoqayo","sqy","verb","asqy","8","15:22:8","","auto"
"sqy-sqaa","saqaY`","saqaY`","sqy","verb","sqaa","12","2:71:11","","auto"
"sqy-sqayh","siqaAyap","siqaAyap","sqy","noun","sqayh","2","9:19:2","","auto"
"sqy-sqya","suqoya`","suqoya`","sqy","noun","sqya","1","91:13:7","","auto"
"sqy-stsqaa","{sotasoqaY`","{sotasoqaY`","sqy","verb","stsqaa","2","2:60:2","","auto"
"sra-asra",">asoraE",">asoraE","srE","noun","asra","2","6:62:11","","auto"
"sra-sraa","siraAE","siraAE","srE","noun","sraa","2","50:44:5","","auto"
"sra-sraaa","SaroEaY`","SaroEaY`","SrE","noun","sraaa","1","69:7:11","","auto"
"sra-srya","sariyE","sariyE","srE","noun","srya","10","2:202:7","","auto"
"sra-ysara","yusa`riEu","yusa`riEu","srE","verb","ysara","9","3:114:10","","auto"
"srb-sarb","saArib","saArib","srb","noun","sarb","1","13:10:13","","auto"
"srb-srab","saraAb","saraAb","srb","noun","srab","2","24:39:4","","auto"
"srb-srb","sarab","sarab","srb","noun","srb","1","18:61:11","","auto"
"srbl-srabyl","sara`biyl","sara`biyl","srbl","noun","srabyl","3","14:50:1","","auto"
"srd-srd","s~arod","s~arod","srd","noun","srd","1","34:11:6","","auto"
"srdq-sradq","suraAdiq","suraAdiq","srdq","noun","sradq","1","18:29:17","","auto"
"srf-asrf",">asorafa",">asorafa","srf","verb","asrf","6","6:141:27","","auto"
"srf-israf","<isoraAf","<isoraAf","srf","noun","israf","2","3:147:11","","auto"
"srf-msrf","musorif","musorif","srf","noun","msrf","16","5:32:40","","auto"
"srf-msrwf","maSoruwf","maSoruwf","Srf","noun","msrwf","1","11:8:15","","auto"
"srf-nsrf","{nSarafu","{nSarafu","Srf","verb","nsrf","1","9:127:14","","auto"
"srf-srf","Sarafa","Sarafa","Srf","verb","srf","25","3:152:30","","auto"
"srf-tsryf","taSoriyf","taSoriyf","Srf","noun","tsryf","2","2:164:34","","auto"
"srh-srah","saraAH","saraAH","srH","noun","srah","2","33:28:14","","auto"
"srh-srh","sar~iHu","sar~iHu","srH","verb","srh","7","2:231:9","","auto"
"srh-tsrh","tasoraHu","tasoraHu","srH","verb","tsrh","1","16:6:7","","auto"
"srh-tsryh","tasoriyH","tasoriyH","srH","noun","tsryh","1","2:229:6","","auto"
"srj-sraj","siraAj","siraAj","srj","noun","sraj","4","25:61:9","","auto"
"srkh-msrkh","muSorix","muSorix","Srx","noun","msrkh","2","14:22:30","","auto"
"srkh-srykh","Sariyx","Sariyx","Srx","noun","srykh","1","36:43:5","","auto"
"srkh-ystrkh","yaSoTarixu","yaSoTarixu","Srx","verb","ystrkh","1","35:37:2","","auto"
"srkh-ystsrkh","yasotaSorixu","yasotaSorixu","Srx","verb","ystsrkh","1","28:18:10","","auto"
"srm-sarmyn","Sa`rimiyn","Sa`rimiyn","Srm","noun","sarmyn","1","68:22:7","","auto"
"srm-srym","S~ariym","S~ariym","Srm","noun","srym","1","68:20:2","","auto"
"srm-ysrm","yaSorimu","yaSorimu","Srm","verb","ysrm","1","68:17:9","","auto"
"srmd-srmd","saromad","saromad","srmd","noun","srmd","2","28:71:8","","auto"
"srq-sarq","s~aAriq","s~aAriq","srq","noun","sarq","3","5:38:1","","auto"
"srq-sarqh","s~aAriqap","s~aAriqap","srq","noun","sarqh","1","5:38:2","","auto"
"srq-srq","saraqa","saraqa","srq","verb","srq","4","12:77:3","","auto"
"srq-strq","{sotaraqa","{sotaraqa","srq","verb","strq","1","15:18:3","","auto"
"srr-asr",">asar~a",">asar~a","srr","verb","asr","22","2:77:7","","auto"
"srr-israr","<isoraAr","<isoraAr","srr","noun","israr","2","47:26:15","","auto"
"srr-msrwr","masoruwr","masoruwr","srr","noun","msrwr","2","84:9:4","","auto"
"srr-sr","sir~","sir~","srr","noun","sr","12","2:235:21","","auto"
"srr-sraa","s~ar~aA^'","s~ar~aA^'","srr","noun","sraa","2","3:134:4","","auto"
"srr-srayr","s~araA^}ir","s~araA^}ir","srr","noun","srayr","1","86:9:3","","auto"
"srr-srh","Sar~ap","Sar~ap","Srr","noun","srh","1","51:29:4","","auto"
"srr-srr","surur","surur","srr","noun","srr","6","15:47:9","","auto"
"srr-srwr","suruwr","suruwr","srr","noun","srwr","1","76:11:8","","auto"
"srr-tsr","tasur~u","tasur~u","srr","verb","tsr","1","2:69:17","","auto"
"srsr-srsr","SaroSar","SaroSar","SrSr","adjective","srsr","3","41:16:4","","auto"
"srt-srat","Sira`T","Sira`T","SrT","noun","srat","45","1:6:2","","auto"
"sry-asraa",">asoraY`",">asoraY`","sry","verb","asraa","6","11:81:9","","auto"
"sry-sry","sariy~","sariy~","sry","noun","sry","1","19:24:10","","auto"
"sry-ysr","yasori","yasori","sry","verb","ysr","1","89:4:3","","auto"
"sth-stht","suTiHato","suTiHato","sTH","verb","stht","1","88:20:4","","auto"
"str-asatyr",">asa`Tiyr",">asa`Tiyr","sTr","noun","asatyr","9","6:25:31","","auto"
"str-msttr","m~usotaTar","m~usotaTar","sTr","noun","msttr","1","54:53:4","","auto"
"str-mstwr","m~asotuwr","m~asotuwr","str","noun","mstwr","4","17:45:12","","auto"
"str-msytr","muSayoTir","muSayoTir","sTr","noun","msytr","2","52:37:7","","auto"
"str-str","sitor","sitor","str","noun","str","1","18:90:15","","auto"
"str-tsttr","tasotatiru","tasotatiru","str","verb","tsttr","1","41:22:3","","auto"
"str-ystr","yasoTuru","yasoTuru","sTr","verb","ystr","1","68:1:4","","auto"
"stt-sth","sit~ap","sit~ap","stt","noun","sth","7","7:54:9","","auto"
"stt-styn","sit~iyn","sit~iyn","stt","noun","styn","1","58:4:15","","auto"
"stw-yst","yasoTu","yasoTu","sTw","verb","yst","1","22:72:13","","auto"
"swa-asaa",">asaA^'a",">asaA^'a","swA","verb","asaa","5","17:7:6","","auto"
"swa-aswa",">asowa>",">asowa>","swA","noun","aswa","2","39:35:4","","auto"
"swa-msaa","musiY^'","musiY^'","swA","noun","msaa","1","40:58:10","","auto"
"swa-saa","saA^'a","saA^'a","swA","verb","saa","30","3:120:4","","auto"
"swa-saah","saAEap","saAEap","swE","noun","saah","48","6:31:10","","auto"
"swa-swa","suw^'","suw^'","swA","noun","swa","59","2:49:7","","auto"
"swa-swaa","SuwaAE","SuwaAE","SwE","noun","swaa","2","12:72:3","","auto"
"swa-swaaa","s~uw^>aY`^","s~uw^>aY`^","swA","noun","swaaa","1","30:10:6","","auto"
"swa-swaat","sawo'a`t","sawo'a`t","swA","noun","swaat","5","7:20:10","","auto"
"swa-swah","sawo'ap","sawo'ap","swA","noun","swah","2","5:31:10","","auto"
"swa-syat","say~i_#aAt","say~i_#aAt","swA","noun","syat","36","2:271:16","","auto"
"swa-syy","say~i}","say~i}","swA","adjective","syy","4","9:102:8","","auto"
"swa-syyh","say~i}ap","say~i}ap","swA","noun","syyh","22","2:81:4","","auto"
"swb-asab",">aSaAba",">aSaAba","Swb","verb","asab","64","2:156:3","","auto"
"swb-msyb","muSiyb","muSiyb","Swb","noun","msyb","1","11:81:21","","auto"
"swb-msybh","m~uSiybap","m~uSiybap","Swb","noun","msybh","10","2:156:4","","auto"
"swb-swab","SawaAb","SawaAb","Swb","noun","swab","1","78:38:14","","auto"
"swb-syb","Say~ib","Say~ib","Swb","noun","syb","1","2:19:2","","auto"
"swd-aswd",">asowad",">asowad","swd","adjective","aswd","1","2:187:40","","auto"
"swd-mswd","musowad~","musowad~","swd","noun","mswd","2","16:58:7","","auto"
"swd-mswdh","m~usowad~ap","m~usowad~ap","swd","adjective","mswdh","1","39:60:9","","auto"
"swd-swd","suwd","suwd","swd","adjective","swd","1","35:27:22","","auto"
"swd-swdt","{sowad~ato","{sowad~ato","swd","verb","swdt","2","3:106:4","","auto"
"swd-syd","say~id","say~id","swd","noun","syd","3","3:39:16","","auto"
"swf-aswaf",">aSowaAf",">aSowaAf","Swf","noun","aswaf","1","16:80:19","","auto"
"swgh-saygh","saA^}ig","saA^}ig","swg","noun","saygh","2","16:66:16","","auto"
"swgh-ysygh","yusiygu","yusiygu","swg","verb","ysygh","1","14:17:4","","auto"
"swh-saht","saAHat","saAHat","swH","noun","saht","1","37:177:3","","auto"
"swl-swl","saw~ala","saw~ala","swl","verb","swl","4","12:18:8","","auto"
"swm-mswmh","m~usaw~amap","m~usaw~amap","swm","adjective","mswmh","3","3:14:14","","auto"
"swm-mswmyn","musaw~imiyn","musaw~imiyn","swm","noun","mswmyn","1","3:125:15","","auto"
"swm-saymat","S~a`^}ima`t","S~a`^}ima`t","Swm","noun","saymat","1","33:35:17","","auto"
"swm-saymyn","S~a`^}imiyn","S~a`^}imiyn","Swm","noun","saymyn","1","33:35:16","","auto"
"swm-swm","Sawom","Sawom","Swm","noun","swm","1","19:26:14","","auto"
"swm-syam","SiyaAm","SiyaAm","Swm","noun","syam","9","2:183:6","","auto"
"swm-syma","siyma`","siyma`","swm","noun","syma","6","2:273:18","","auto"
"swm-tsym","tusiymu","tusiymu","swm","verb","tsym","1","16:10:13","","auto"
"swm-ysm","yaSumo","yaSumo","Swm","verb","ysm","2","2:184:27","","auto"
"swm-yswm","yasuwmu","yasuwmu","swm","verb","yswm","4","2:49:6","","auto"
"swq-msaq","masaAq","masaAq","swq","noun","msaq","1","75:30:4","","auto"
"swq-saq","saAq","saAq","swq","noun","saq","4","27:44:11","","auto"
"swq-sayq","saA^}iq","saA^}iq","swq","noun","sayq","1","50:21:5","","auto"
"swq-swq","s~uwq","s~uwq","swq","noun","swq","4","25:7:9","","auto"
"swq-syq","siyqa","siyqa","swq","verb","syq","7","7:57:14","","auto"
"swr-asawr",">asaAwir",">asaAwir","swr","noun","asawr","5","18:31:12","","auto"
"swr-mswr","muSaw~ir","muSaw~ir","Swr","adjective","mswr","1","59:24:5","","auto"
"swr-sr","Suro","Suro","Swr","verb","sr","1","2:260:22","","auto"
"swr-swr","Saw~ara","Saw~ara","Swr","verb","swr","15","3:6:3","","auto"
"swr-swrh","suwrap","suwrap","swr","noun","swrh","13","2:23:10","","auto"
"swr-tswr","tasaw~aru","tasaw~aru","swr","verb","tswr","1","38:21:6","","auto"
"swt-swt","Sawot","Sawot","Swt","noun","swt","9","17:64:5","","auto"
"swy-sawaa","saAwaY`","saAwaY`","swy","verb","sawaa","1","18:96:6","","auto"
"swy-stwaa","{sotawaY`^","{sotawaY`^","swy","verb","stwaa","35","2:29:10","","auto"
"swy-swa","suwFY","suwFY","swy","adjective","swa","1","20:58:14","","auto"
"swy-swaa","sawaA^'","sawaA^'","swy","noun","swaa","40","2:6:4","","auto"
"swy-swy","sawiy~","sawiy~","swy","noun","swy","5","19:10:13","","auto"
"swy-tswaa","tusaw~aY`","tusaw~aY`","swy","verb","tswaa","1","4:42:8","","auto"
"syb-saybh","saA^}ibap","saA^}ibap","syb","noun","saybh","1","5:103:7","","auto"
"syd-stad","{SoTaAdu","{SoTaAdu","Syd","verb","stad","1","5:2:26","","auto"
"syd-syd","Sayod","Sayod","Syd","noun","syd","5","5:1:16","","auto"
"syf-syf","S~ayof","S~ayof","Syf","noun","syf","1","106:2:4","","auto"
"syh-sayhat","sa`^}iHa`t","sa`^}iHa`t","syH","adjective","sayhat","1","66:5:15","","auto"
"syh-sayhwn","s~a`^}iHuwn","s~a`^}iHuwn","syH","noun","sayhwn","1","9:112:4","","auto"
"syh-syh","siyHu","siyHu","syH","verb","syh","1","9:2:1","","auto"
"syh-syhh","SayoHap","SayoHap","SyH","noun","syhh","13","11:67:4","","auto"
"syl-asl",">asalo",">asalo","syl","verb","asl","1","34:12:7","","auto"
"syl-salt","saAlato","saAlato","syl","verb","salt","1","13:17:5","","auto"
"syl-syl","sayol","sayol","syl","noun","syl","2","13:17:9","","auto"
"syr-msyr","maSiyr","maSiyr","Syr","noun","msyr","28","2:126:30","","auto"
"syr-sar","saAra","saAra","syr","verb","sar","16","3:137:6","","auto"
"syr-syarh","say~aArap","say~aArap","syr","noun","syarh","3","5:96:8","","auto"
"syr-syr","sayor","sayor","syr","noun","syr","2","34:18:12","","auto"
"syr-syrt","suy~irato","suy~irato","syr","verb","syrt","6","10:22:3","","auto"
"syr-tsyr","taSiyru","taSiyru","Syr","verb","tsyr","1","42:53:14","","auto"
"sys-syasy","SayaASiy","SayaASiy","SyS","noun","syasy","1","33:26:8","","auto"
"tam-atam",">aToEama",">aToEama","TEm","verb","atam","13","5:89:19","","auto"
"tam-itaam","<iToEa`m","<iToEa`m","TEm","noun","itaam","3","5:89:13","","auto"
"tam-sttam","{sotaToEama","{sotaToEama","TEm","verb","sttam","1","18:77:7","","auto"
"tam-taam","TaEaAm","TaEaAm","TEm","noun","taam","25","2:61:7","","auto"
"tam-tam","TaEimu","TaEimu","TEm","verb","tam","6","2:249:17","","auto"
"tan-tan","TaEon","TaEon","TEn","noun","tan","2","4:46:17","","auto"
"tas-tas","taEos","taEos","tEs","noun","tas","1","47:8:3","","auto"
"tba-atba",">atobaEa",">atobaEa","tbE","verb","atba","15","2:262:9","","auto"
"tba-mtbawn","m~ut~abaEuwn","m~ut~abaEuwn","tbE","noun","mtbawn","2","26:52:8","","auto"
"tba-mttabayn","mutataAbiEayon","mutataAbiEayon","tbE","adjective","mttabayn","2","4:92:53","","auto"
"tba-taba","taAbiE","taAbiE","tbE","noun","taba","3","2:145:13","","auto"
"tba-tba","tabiEa","tabiEa","tbE","verb","tba","158","2:38:10","","auto"
"tba-tbaa","{t~ibaAE","{t~ibaAE","tbE","noun","tbaa","2","2:178:21","","auto"
"tba-tbya","tabiyE","tabiyE","tbE","noun","tbya","1","17:69:22","","auto"
"tbb-tb","tab~a","tab~a","tbb","verb","tb","2","111:1:1","","auto"
"tbb-tbab","tabaAb","tabaAb","tbb","noun","tbab","1","40:37:23","","auto"
"tbb-ttbyb","tatobiyb","tatobiyb","tbb","noun","ttbyb","1","11:101:24","","auto"
"tbq-tbq","Tabaq","Tabaq","Tbq","adjective","tbq","4","67:3:5","","auto"
"tbr-mtbr","mutab~ar","mutab~ar","tbr","noun","mtbr","1","7:139:3","","auto"
"tbr-tbar","tabaAr","tabaAr","tbr","noun","tbar","1","71:28:15","","auto"
"tbr-tbr","tab~aro","tab~aro","tbr","verb","tbr","2","17:7:20","","auto"
"tbr-ttbyr","tatobiyr","tatobiyr","tbr","noun","ttbyr","2","17:7:23","","auto"
"tfa-atfa",">aTofa>a",">aTofa>a","TfA","verb","atfa","3","5:64:38","","auto"
"tff-mtffyn","muTaf~ifiyn","muTaf~ifiyn","Tff","noun","mtffyn","1","83:1:2","","auto"
"tfl-tfl","Tifol","Tifol","Tfl","noun","tfl","4","22:5:37","","auto"
"tfq-tfq","Tafiqa","Tafiqa","Tfq","verb","tfq","3","7:22:9","","auto"
"tfth-tfth","tafav","tafav","tfv","noun","tfth","1","22:29:3","","auto"
"tghy-atghaa",">aTogaY`",">aTogaY`","Tgy","noun","atghaa","1","53:52:9","","auto"
"tghy-atghy",">aTogayo",">aTogayo","Tgy","verb","atghy","1","50:27:5","","auto"
"tghy-taghwt","T~a`guwt","T~a`guwt","Tgy","noun","taghwt","8","2:256:12","","auto"
"tghy-taghyh","T~aAgiyap","T~aAgiyap","Tgy","noun","taghyh","1","69:5:4","","auto"
"tghy-taghyn","Ta`giyn","Ta`giyn","Tgy","adjective","taghyn","6","37:30:10","","auto"
"tghy-tghaa","TagaY`","TagaY`","Tgy","verb","tghaa","12","11:112:8","","auto"
"tghy-tghwaa","TagowaY`","TagowaY`","Tgy","noun","tghwaa","1","91:11:3","","auto"
"tghy-tghyan","Tugoya`n","Tugoya`n","Tgy","noun","tghyan","9","2:15:6","","auto"
"thab-thaban","vuEobaAn","vuEobaAn","vEb","noun","thaban","2","7:107:5","","auto"
"thbr-mthbwr","mavobuwr","mavobuwr","vbr","noun","mthbwr","1","17:102:15","","auto"
"thbr-thbwr","vubuwr","vubuwr","vbr","noun","thbwr","4","25:13:9","","auto"
"thbt-thabt","vaAbit","vaAbit","vbt","noun","thabt","2","14:24:12","","auto"
"thbt-thbt","vab~ato","vab~ato","vbt","verb","thbt","12","2:250:10","","auto"
"thbt-thbwt","vubuwt","vubuwt","vbt","noun","thbwt","1","16:94:9","","auto"
"thbt-tthbyt","tavobiyt","tavobiyt","vbt","noun","tthbyt","2","2:265:8","","auto"
"thbt-ythbt","yuvobitu","yuvobitu","vbt","verb","ythbt","2","8:30:6","","auto"
"thby-thbat","vubaAt","vubaAt","vby","noun","thbat","1","4:71:7","","auto"
"thjj-thjaj","vaj~aAj","vaj~aAj","vjj","adjective","thjaj","1","78:14:5","","auto"
"thkhn-athkhn",">avoxan",">avoxan","vxn","verb","athkhn","2","8:67:9","","auto"
"thll-thlh","vul~ap","vul~ap","vll","noun","thlh","3","56:13:1","","auto"
"thlth-thalth","vaAliv","vaAliv","vlv","noun","thalth","2","5:73:7","","auto"
"thlth-thalthh","v~aAlivap","v~aAlivap","vlv","noun","thalthh","1","53:20:2","","auto"
"thlth-thlath","vula`v","vula`v","vlv","noun","thlath","10","4:3:14","","auto"
"thlth-thlathh","vala`vap","vala`vap","vlv","noun","thlathh","13","2:196:49","","auto"
"thlth-thlth","v~uluv","v~uluv","vlv","noun","thlth","5","4:11:15","","auto"
"thmn-thamn","vaAmin","vaAmin","vmn","noun","thamn","1","18:22:13","","auto"
"thmn-thmana","vama`niY","vama`niY","vmn","noun","thmana","1","28:27:12","","auto"
"thmn-thmanyh","vama`niyap","vama`niyap","vmn","noun","thmanyh","3","6:143:1","","auto"
"thmn-thmanyn","vama`niyn","vama`niyn","vmn","noun","thmanyn","1","24:4:10","","auto"
"thmn-thmn","vaman","vaman","vmn","noun","thmn","12","2:41:15","","auto"
"thmr-athmr",">avomara",">avomara","vmr","verb","athmr","2","6:99:37","","auto"
"thmr-thmr","vamar","vamar","vmr","noun","thmr","5","6:99:35","","auto"
